305,296.00,128.00,197.71,118.52
306,312.00,128.00,111.03,118.40
307,328.00,128.00,120.90,119.05
308,344.00,128.00,145.30,118.57
309,352.00,128.00,154.14,118.75
310,360.00,128.00,163.38,118.87
311,368.00,128.00,171.85,118.85
312,376.00,128.00,177.08,118.50
318,296.00,136.00,201.98,127.81
319,312.00,136.00,104.82,127.96
320,328.00,136.00,115.12,127.41
321,336.00,136.00,125.62,126.88
322,344.00,136.00,133.48,126.57
323,352.00,136.00,140.51,126.13
324,360.00,136.00,150.48,126.36
325,376.00,136.00,166.68,125.11
335,296.00,144.00,202.00,144.76
336,320.00,144.00,105.39,135.06
337,328.00,144.00,114.35,134.16
338,336.00,144.00,123.15,134.43
339,344.00,144.00,130.88,135.25
340,352.00,144.00,138.29,134.52
341,368.00,144.00,155.12,134.23
342,376.00,144.00,165.08,134.01
343,384.00,144.00,175.23,134.61
344,392.00,144.00,185.61,134.52
354,312.00,152.00,97.94,143.89
355,320.00,152.00,104.99,143.04
356,328.00,152.00,112.94,142.29
357,336.00,152.00,122.30,143.13
358,344.00,152.00,129.60,143.41
359,352.00,152.00,137.79,142.38
360,360.00,152.00,146.40,142.79
361,368.00,152.00,154.57,142.68
362,376.00,152.00,162.66,142.71
363,384.00,152.00,173.23,142.76
364,392.00,152.00,182.11,143.99
373,312.00,160.00,97.27,150.55
374,320.00,160.00,104.74,150.22
375,328.00,160.00,112.94,150.95
376,336.00,160.00,121.51,151.17
377,344.00,160.00,129.62,150.83
378,352.00,160.00,137.59,150.41
379,360.00,160.00,146.11,150.73
380,368.00,160.00,154.75,150.25
381,376.00,160.00,161.87,149.78
382,384.00,160.00,170.46,150.62
383,392.00,160.00,179.23,150.79
393,312.00,168.00,96.92,158.51
394,320.00,168.00,104.36,157.97
395,328.00,168.00,113.38,158.58
396,336.00,168.00,121.13,158.65
397,344.00,168.00,129.62,158.66
398,352.00,168.00,137.83,158.58
399,360.00,168.00,146.14,158.18
400,368.00,168.00,153.73,157.85
401,376.00,168.00,161.70,158.04
402,384.00,168.00,170.46,157.87
403,392.00,168.00,178.81,158.28
412,304.00,176.00,90.67,166.53
413,312.00,176.00,96.55,166.07
414,320.00,176.00,104.01,166.10
415,328.00,176.00,112.36,166.28
416,336.00,176.00,120.98,166.37
417,344.00,176.00,129.59,166.86
418,352.00,176.00,137.00,166.88
419,360.00,176.00,145.65,166.34
420,368.00,176.00,153.48,167.35
421,376.00,176.00,161.35,166.34
422,384.00,176.00,169.80,165.77
423,392.00,176.00,178.56,165.82
432,304.00,184.00,90.51,174.15
433,312.00,184.00,96.96,174.59
434,320.00,184.00,104.40,174.28
435,328.00,184.00,112.70,174.45
436,336.00,184.00,121.05,174.25
437,344.00,184.00,129.53,174.54
438,352.00,184.00,137.06,174.31
439,360.00,184.00,145.70,174.84
440,368.00,184.00,153.25,174.99
441,376.00,184.00,160.88,174.26
442,384.00,184.00,168.88,173.93
443,392.00,184.00,178.57,173.92
453,304.00,192.00,90.57,182.38
454,312.00,192.00,97.61,182.86
455,320.00,192.00,104.92,182.64
456,328.00,192.00,112.91,183.18
457,336.00,192.00,121.57,182.29
458,344.00,192.00,129.79,182.92
459,352.00,192.00,137.66,182.31
460,360.00,192.00,145.69,182.27
461,368.00,192.00,153.91,182.31
462,376.00,192.00,161.33,182.82
463,384.00,192.00,169.81,183.06
464,392.00,192.00,178.65,182.55
475,296.00,200.00,86.73,191.00
476,304.00,200.00,95.22,190.54
477,320.00,200.00,106.40,191.07
478,328.00,200.00,113.68,190.84
479,336.00,200.00,121.38,190.90
480,344.00,200.00,128.73,190.91
481,352.00,200.00,136.64,191.36
482,360.00,200.00,145.01,191.20
483,368.00,200.00,153.37,190.61
484,376.00,200.00,161.34,190.49
485,384.00,200.00,169.67,190.66
486,392.00,200.00,181.94,190.69
494,296.00,208.00,89.12,199.76
495,304.00,208.00,95.15,199.19
496,320.00,208.00,106.34,199.65
497,328.00,208.00,113.70,199.63
498,336.00,208.00,120.71,199.73
499,344.00,208.00,128.22,199.29
500,352.00,208.00,136.72,199.19
501,360.00,208.00,144.47,199.28
502,368.00,208.00,153.51,199.31
503,376.00,208.00,160.70,199.61
504,384.00,208.00,169.51,199.24
505,392.00,208.00,181.84,198.98
513,288.00,216.00,87.26,206.59
514,304.00,216.00,94.44,207.33
515,320.00,216.00,105.92,207.74
516,328.00,216.00,114.10,207.58
517,336.00,216.00,120.92,207.50
518,344.00,216.00,128.33,207.86
519,352.00,216.00,136.23,207.54
520,360.00,216.00,145.05,207.45
521,368.00,216.00,152.78,207.63
522,376.00,216.00,160.88,207.89
523,384.00,216.00,173.14,207.67
524,392.00,216.00,182.62,207.83
532,288.00,224.00,86.63,216.13
533,304.00,224.00,94.49,216.34
534,320.00,224.00,106.44,215.46
535,328.00,224.00,114.33,215.61
536,336.00,224.00,122.00,215.69
537,344.00,224.00,128.68,215.73
538,352.00,224.00,136.96,215.67
539,360.00,224.00,145.56,215.61
540,368.00,224.00,154.42,216.01
541,376.00,224.00,166.03,216.17
542,384.00,224.00,174.24,217.11
543,392.00,224.00,181.66,218.00
554,288.00,232.00,86.20,223.04
555,304.00,232.00,95.71,224.79
556,320.00,232.00,105.31,224.61
557,328.00,232.00,114.34,223.88
558,336.00,232.00,122.35,224.57
559,344.00,232.00,134.02,224.57
560,360.00,232.00,145.28,222.99
561,368.00,232.00,154.79,223.92
562,376.00,232.00,162.09,225.02
563,384.00,232.00,169.69,225.60
564,392.00,232.00,181.95,225.49
573,288.00,240.00,86.21,232.49
574,312.00,240.00,95.50,231.62
575,320.00,240.00,104.75,232.48
576,328.00,240.00,114.14,232.19
577,336.00,240.00,122.46,232.69
578,344.00,240.00,133.89,231.17
579,360.00,240.00,145.32,231.55
580,368.00,240.00,153.97,231.86
581,376.00,240.00,162.11,233.16
582,384.00,240.00,169.08,233.30
583,392.00,240.00,182.38,234.11
589,312.00,248.00,95.88,240.23
590,320.00,248.00,103.97,240.26
591,328.00,248.00,113.03,240.15
592,336.00,248.00,122.04,239.81
593,344.00,248.00,133.41,239.69
594,360.00,248.00,146.65,238.21
595,368.00,248.00,154.14,240.25
596,376.00,248.00,160.95,240.48
597,384.00,248.00,168.32,241.16
598,392.00,248.00,177.05,240.66
606,312.00,256.00,96.35,247.73
607,320.00,256.00,104.08,247.98
608,328.00,256.00,112.58,248.43
609,336.00,256.00,121.77,248.11
610,344.00,256.00,130.26,247.46
611,352.00,256.00,138.35,246.61
612,368.00,256.00,154.47,247.65
613,376.00,256.00,161.26,248.06
614,384.00,256.00,168.42,248.12
615,392.00,256.00,177.39,248.48
625,288.00,264.00,87.47,257.17
626,312.00,264.00,97.68,255.60
627,320.00,264.00,105.60,256.04
628,328.00,264.00,113.79,256.02
629,336.00,264.00,121.28,256.18
630,344.00,264.00,129.96,255.37
631,352.00,264.00,138.22,254.53
632,360.00,264.00,146.79,254.96
633,368.00,264.00,154.28,255.52
634,376.00,264.00,161.55,255.38
635,384.00,264.00,169.65,255.79
636,392.00,264.00,178.03,256.13
642,288.00,272.00,87.19,265.56
643,312.00,272.00,98.37,263.54
644,320.00,272.00,106.37,263.45
645,328.00,272.00,113.30,264.23
646,336.00,272.00,121.06,263.93
647,344.00,272.00,129.29,263.68
648,352.00,272.00,138.07,262.96
649,360.00,272.00,146.35,263.06
650,368.00,272.00,153.04,262.31
651,376.00,272.00,160.48,263.58
652,384.00,272.00,169.62,263.77
653,392.00,272.00,183.87,264.26
662,288.00,280.00,87.04,273.67
663,304.00,280.00,94.51,272.61
664,320.00,280.00,106.17,271.93
665,328.00,280.00,112.58,271.56
666,352.00,280.00,136.81,271.55
667,360.00,280.00,145.24,271.16
668,368.00,280.00,152.70,271.31
669,376.00,280.00,160.32,272.29
670,384.00,280.00,169.56,272.59
671,392.00,280.00,183.40,272.79
679,288.00,288.00,87.11,281.37
680,304.00,288.00,93.24,280.10
681,320.00,288.00,106.21,280.48
682,328.00,288.00,112.78,279.79
683,360.00,288.00,145.27,279.43
684,368.00,288.00,153.00,280.02
685,376.00,288.00,161.17,280.48
686,384.00,288.00,169.06,281.09
687,392.00,288.00,191.65,280.74
699,288.00,296.00,87.55,290.53
700,304.00,296.00,95.57,288.59
701,312.00,296.00,104.55,288.22
702,328.00,296.00,112.34,287.06
703,336.00,296.00,121.73,288.60
704,344.00,296.00,134.93,287.45
705,368.00,296.00,152.69,287.90
706,376.00,296.00,161.46,289.12
707,384.00,296.00,178.36,289.75
708,392.00,296.00,184.17,290.62
722,288.00,304.00,88.74,297.24
723,304.00,304.00,97.02,296.50
724,320.00,304.00,105.86,296.60
725,328.00,304.00,114.62,296.27
726,336.00,304.00,122.71,296.59
727,344.00,304.00,134.59,295.59
728,352.00,304.00,144.69,295.92
729,368.00,304.00,153.26,297.08
730,376.00,304.00,162.46,297.39
731,384.00,304.00,178.06,297.88
732,392.00,304.00,183.14,297.60
745,288.00,312.00,87.34,306.14
746,304.00,312.00,96.57,304.20
747,312.00,312.00,105.34,304.29
748,328.00,312.00,114.53,304.64
749,336.00,312.00,122.67,305.10
750,344.00,312.00,134.01,305.43
751,352.00,312.00,143.00,304.99
752,360.00,312.00,151.19,305.15
753,376.00,312.00,162.87,305.35
754,384.00,312.00,175.54,305.37
755,392.00,312.00,185.77,305.17
766,288.00,320.00,86.61,314.52
767,304.00,320.00,93.37,312.66
768,312.00,320.00,100.46,313.13
769,320.00,320.00,108.41,312.91
770,328.00,320.00,116.45,312.84
771,336.00,320.00,126.74,313.65
772,344.00,320.00,136.32,313.72
773,352.00,320.00,143.63,313.51
774,360.00,320.00,150.39,313.74
775,368.00,320.00,158.61,313.54
776,376.00,320.00,165.65,314.25
777,384.00,320.00,176.07,313.88
778,392.00,320.00,184.59,313.77
